0.3344 0.0598 0.6547 0.0514 0.7635 0.0649 1.7269 0.0062 -0.0050 0.0058 -0.0009 0.0008 0.3634 0.0359 0.0 0.0 1.0 0.0 0.0
-0.0001 0.6449 0.1707 0.7873 0.2902 0.7881 -0.0052 1.7383 0.0081 1.9903 -0.0040 0.0048 0.0965 0.4619 0.0 0.0 1.0 0.0 0.0
0.0012 0.6532 0.1940 0.7732 0.3148 0.7726 -0.0053 1.7387 -0.0076 2.0094 -0.0001 0.0002 0.1061 0.4587 0.0 0.0 1.0 0.0 0.0
0.5217 0.2750 0.8165 0.4318 0.9287 0.4928 0.8217 0.4257 0.9452 0.4965 0.8073 0.4427 0.4717 0.2490 1.0 0.0 0.0 0.0 0.0
1.1048 0.0006 0.6933 0.1093 0.5692 0.0790 0.7035 0.0970 0.5685 0.0643 0.7058 0.0944 0.4861 0.0469 0.0 1.0 0.0 0.0 0.0
0.6955 0.4091 1.0146 0.7090 1.1271 0.7177 1.7400 -0.0097 2.0010 -0.0010 -0.0050 1.7379 0.5870 0.3822 0.0 0.0 1.0 0.0 0.0
-0.0001 0.8185 0.1802 0.9517 0.2949 0.9579 0.0034 1.7281 0.0029 1.9961 0.0018 -0.0020 0.1004 0.5670 0.0 0.0 1.0 0.0 0.0
1.1096 -0.0050 0.6926 0.2641 0.5711 0.1801 0.6873 0.2706 0.5561 0.1790 0.6966 0.2593 0.4786 0.1213 0.0 1.0 0.0 0.0 0.0
1.1014 0.0051 0.4808 1.2517 0.4159 1.0070 0.4847 1.2478 0.4061 0.9516 0.4860 1.2455 0.3613 0.5358 0.0 1.0 0.0 0.0 0.0
0.1687 0.9362 0.1044 0.6348 0.0932 0.5094 0.0983 0.6421 0.0887 0.5022 0.1005 0.6398 0.0851 0.4188 0.0 1.0 0.0 0.0 0.0
0.3618 0.4866 0.5654 0.7643 0.6542 0.8579 0.5680 0.7606 0.6591 0.8753 0.5745 0.7532 0.3298 0.4371 1.0 0.0 0.0 0.0 0.0
0.3808 0.3507 0.5937 0.5526 0.6782 0.6261 0.5901 0.5568 0.6924 0.6300 0.5916 0.5552 0.3415 0.3206 1.0 0.0 0.0 0.0 0.0
0.4059 0.5712 0.7197 0.5704 0.8432 0.5664 1.7320 -0.0000 -0.0048 2.0062 0.0009 -0.0011 0.4060 0.3559 0.0 0.0 1.0 0.0 0.0
0.1834 0.0601 0.2952 0.0849 0.3334 0.1001 0.2902 0.0910 0.3445 0.0939 0.2941 0.0860 0.1687 0.0512 1.0 0.0 0.0 0.0 0.0
0.1098 0.9964 0.0813 0.6770 0.0615 0.5567 0.0719 0.6879 0.0629 0.5422 0.0711 0.6887 0.0600 0.4538 0.0 1.0 0.0 0.0 0.0
0.1814 0.2399 0.4896 0.2464 0.6118 0.2436 1.7327 -0.0013 0.0029 -0.0036 -0.0008 0.0010 0.2661 0.1513 0.0 0.0 1.0 0.0 0.0
0.2803 0.5649 0.4468 0.8760 0.5051 1.0016 0.4515 0.8697 0.5197 1.0072 0.4474 0.8750 0.2574 0.5062 1.0 0.0 0.0 0.0 0.0
